date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:40:42	18392/18392	---M--	200	added ('OK')	text/css	date:Thu,%2024%20Feb%202022%2019:58:52%20GMT	https://html.designingmedia.com/dezvu/assets/css/custom-style.css	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/assets/css/custom-style.css	(from https://html.designingmedia.com/dezvu/four-column.html)
13:40:42	56214/56214	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jan%202022%2017:27:56%20GMT	https://html.designingmedia.com/dezvu/assets/image/standard_post_img06.jpg	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/assets/image/standard_post_img06.jpg	(from https://html.designingmedia.com/dezvu/four-column.html)
13:40:42	56086/56086	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jan%202022%2017:27:12%20GMT	https://html.designingmedia.com/dezvu/assets/image/standard_post_img05.jpg	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/assets/image/standard_post_img05.jpg	(from https://html.designingmedia.com/dezvu/four-column.html)
13:40:42	60863/60863	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jan%202022%2018:40:28%20GMT	https://html.designingmedia.com/dezvu/assets/image/standard_post_img04.jpg	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/assets/image/standard_post_img04.jpg	(from https://html.designingmedia.com/dezvu/four-column.html)
13:40:43	315/315	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2011%20Jul%202025%2012:40:42%20GMT	https://html.designingmedia.com/dezvu/horse.ogg	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/horse.ogg	(from https://html.designingmedia.com/dezvu/four-column.html)
13:40:43	315/315	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2011%20Jul%202025%2012:40:43%20GMT	https://html.designingmedia.com/dezvu/assets/audio/horse.mp3	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/assets/audio/horse.mp3	(from https://html.designingmedia.com/dezvu/four-column.html)
13:40:43	254466/254466	---M--	200	added ('OK')	image/jpeg	date:Fri,%2014%20Jan%202022%2014:49:26%20GMT	https://html.designingmedia.com/dezvu/assets/image/post-featured.jpg	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/assets/image/post-featured.jpg	(from https://html.designingmedia.com/dezvu/one-column.html)
13:40:45	289493/289493	---M--	200	added ('OK')	image/jpeg	date:Fri,%2014%20Jan%202022%2014:49:38%20GMT	https://html.designingmedia.com/dezvu/assets/image/post-featured3.jpg	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/assets/image/post-featured3.jpg	(from https://html.designingmedia.com/dezvu/one-column.html)
13:40:45	226448/226448	---M--	200	added ('OK')	image/jpeg	date:Fri,%2014%20Jan%202022%2014:50:48%20GMT	https://html.designingmedia.com/dezvu/assets/image/post-featured2.jpg	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/assets/image/post-featured2.jpg	(from https://html.designingmedia.com/dezvu/one-column.html)
13:40:48	51388/51388	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jan%202022%2016:54:14%20GMT	https://html.designingmedia.com/dezvu/assets/image/side_post_img01.jpg	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/assets/image/side_post_img01.jpg	(from https://html.designingmedia.com/dezvu/three-colum-sidbar.html)
13:40:49	39987/39987	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jan%202022%2016:55:12%20GMT	https://html.designingmedia.com/dezvu/assets/image/side_post_img03.jpg	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/assets/image/side_post_img03.jpg	(from https://html.designingmedia.com/dezvu/three-colum-sidbar.html)
13:40:50	52420/52420	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jan%202022%2016:54:24%20GMT	https://html.designingmedia.com/dezvu/assets/image/side_post_img02.jpg	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/assets/image/side_post_img02.jpg	(from https://html.designingmedia.com/dezvu/three-colum-sidbar.html)
13:40:51	31175/31175	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jan%202022%2017:21:14%20GMT	https://html.designingmedia.com/dezvu/assets/image/review1.jpg	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/assets/image/review1.jpg	(from https://html.designingmedia.com/dezvu/single-post.html)
13:40:51	253/253	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Feb%202022%2017:15:36%20GMT	https://html.designingmedia.com/dezvu/assets/image/icon-folder.png	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/assets/image/icon-folder.png	(from https://html.designingmedia.com/dezvu/assets/css/custom-style.css)
13:40:52	224590/224590	---M--	200	added ('OK')	image/jpeg	date:Mon,%2014%20Feb%202022%2018:34:42%20GMT	https://html.designingmedia.com/dezvu/assets/image/post-featured4.jpg	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/assets/image/post-featured4.jpg	(from https://html.designingmedia.com/dezvu/one-column.html)
13:40:52	36138/36138	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jan%202022%2017:21:38%20GMT	https://html.designingmedia.com/dezvu/assets/image/review2.jpg	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/assets/image/review2.jpg	(from https://html.designingmedia.com/dezvu/single-post.html)
